tweet_id,text,rating_numerator,rating_denominator,name,dogs_stage,year,month,day,rating,jpg_url,dog_type,confidence_list,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
6.67832E+17,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12,10,None,None,2015,11,20,12,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher,0.2142,294,65,6831422,103,Twitter for iPhone,Original tweet,https://t.co/z1xPTgVLc7
6.67861E+17,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,a,None,2015,11,21,9,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275,250,81,6831422,103,Twitter for iPhone,Original tweet,https://t.co/J4GnJ5Swba
6.67879E+17,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2,10,Tedrick,None,2015,11,21,2,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature_pinscher,0.106003,403,124,6831422,103,Twitter for iPhone,Original tweet,https://t.co/LvP1TTYSCN
6.67885E+17,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,10,Stu,None,2015,11,21,10,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297,846,508,6831422,103,Twitter for iPhone,Original tweet,https://t.co/7rkYZQdKEd
6.67887E+17,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,10,Erik,None,2015,11,21,11,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.800432,1966,1150,6831422,103,Twitter for iPhone,Original tweet,https://t.co/MT7Q4aDQS1
6.67436E+17,Ermergerd 12/10 https://t.co/PQni2sjPsm,12,10,None,None,2015,11,19,12,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,312,85,6831424,103,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm
6.67393E+17,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8,10,Fwed,None,2015,11,19,8,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,200,58,6831424,103,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS
6.66804E+17,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8,10,Jockson,None,2015,11,18,8,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.328792,244,94,6831424,103,Twitter for iPhone,Original tweet,https://t.co/RdKbAOEpDK
6.66818E+17,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9,10,Jeph,None,2015,11,18,9,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,532,259,6831424,103,Twitter for iPhone,Original tweet,https://t.co/8whlkYw3mO
6.66827E+17,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12,10,None,None,2015,11,18,12,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383,258,99,6831424,103,Twitter for iPhone,Original tweet,https://t.co/V6ZzG45zzG
6.66835E+17,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10,10,None,None,2015,11,18,10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,220,81,6831424,103,Twitter for iPhone,Original tweet,https://t.co/ZnEMHBsAs1
6.66996E+17,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10,10,Carll,None,2015,11,18,10,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,248,98,6831424,103,Twitter for iPhone,Original tweet,https://t.co/SVpNbhaIMk
6.67044E+17,12/10 gimme now https://t.co/QZAnwgnOMB,12,10,None,None,2015,11,18,12,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266,191,51,6831424,103,Twitter for iPhone,Original tweet,https://t.co/QZAnwgnOMB
6.67062E+17,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10,10,Keet,None,2015,11,18,10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,221,56,6831424,103,Twitter for iPhone,Original tweet,https://t.co/tz1lpuvXLA
6.67074E+17,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10,10,Dave,None,2015,11,18,10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,412,126,6831424,103,Twitter for iPhone,Original tweet,https://t.co/DPSamreuRq
6.67405E+17,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7,10,Biden,None,2015,11,19,7,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,477,225,6831424,103,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1
6.67091E+17,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7,10,Clybe,None,2015,11,18,7,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,338,130,6831424,103,Twitter for iPhone,Original tweet,https://t.co/Ks0jZtdIrr
6.67138E+17,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10,10,None,None,2015,11,19,10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713,4732,2308,6831424,103,Twitter for iPhone,Original tweet,https://t.co/0DvHAMdA4V
6.67152E+17,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12,10,Pipsy,None,2015,11,19,12,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411,48971,17798,6831424,103,Twitter for iPhone,Original tweet,https://t.co/h9R0EwKd9X
6.6716E+17,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11,10,Bradlay,None,2015,11,19,11,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351,262,65,6831424,103,Twitter for iPhone,Original tweet,https://t.co/DKhgkMx4N1
6.67166E+17,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10,10,Churlie,None,2015,11,19,10,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,2755,1191,6831424,103,Twitter for iPhone,Original tweet,https://t.co/li2XYBVuAY
6.67171E+17,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10,10,Kenneth,None,2015,11,19,10,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.841265,228,95,6831424,103,Twitter for iPhone,Original tweet,https://t.co/6RHNRsByOY
6.67175E+17,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9,10,Clarence,None,2015,11,19,9,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,255,86,6831424,103,Twitter for iPhone,Original tweet,https://t.co/fGDWgukcBs
6.67176E+17,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4,10,None,None,2015,11,19,4,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981,627,474,6831424,103,Twitter for iPhone,Original tweet,https://t.co/PZxSarAfSN
6.67178E+17,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8,10,a,None,2015,11,19,8,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.259249,194,57,6831424,103,Twitter for iPhone,Original tweet,https://t.co/jpaeu6LNmW
6.67183E+17,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10,10,Timison,None,2015,11,19,10,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,14748,6459,6831424,103,Twitter for iPhone,Original tweet,https://t.co/s2yYuHabWl
6.67192E+17,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12,10,None,None,2015,11,19,12,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,400,110,6831424,103,Twitter for iPhone,Original tweet,https://t.co/QCugm5ydl6
6.67201E+17,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11,10,Joshwa,None,2015,11,19,11,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,630,272,6831424,103,Twitter for iPhone,Original tweet,https://t.co/60xYFRATPZ
6.67212E+17,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9,10,Genevieve,None,2015,11,19,9,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,505,250,6831424,103,Twitter for iPhone,Original tweet,https://t.co/azEoGqVonH
6.6712E+17,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10,10,Gabe,None,2015,11,18,10,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,336,133,6831424,103,Twitter for iPhone,Original tweet,https://t.co/3LZrJzg3BJ
6.66782E+17,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10,10,a,None,2015,11,18,10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,396,203,6831424,103,Twitter for iPhone,Original tweet,https://t.co/uEvsGLOFHa
6.67902E+17,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,10,Cleopatricia,None,2015,11,21,9,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881,876,390,6831422,103,Twitter for iPhone,Original tweet,https://t.co/sJeHdGUt0W
6.67915E+17,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10,10,Otis,None,2015,11,21,10,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655,217,58,6831422,103,Twitter for iPhone,Original tweet,https://t.co/tIaaBIMlJN
6.67925E+17,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9,10,Jiminy,None,2015,11,21,9,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051,309,117,6831422,103,Twitter for iPhone,Original tweet,https://t.co/fW6kIPFGD2
6.68113E+17,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6,10,Alfie,None,2015,11,21,6,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,689,258,6831213,103,Twitter for iPhone,Original tweet,https://t.co/GCJzm3YsfX
6.68172E+17,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7,10,a,None,2015,11,21,7,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,511,202,6831422,103,Twitter for iPhone,Original tweet,https://t.co/XpseHBlAAb
6.68191E+17,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12,10,Skittles,None,2015,11,21,12,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,674,205,6831422,103,Twitter for iPhone,Original tweet,https://t.co/2wm0POA9N2
6.68205E+17,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8,10,Ron,None,2015,11,21,8,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,573,204,6831422,103,Twitter for iPhone,Original tweet,https://t.co/4ilfcR5SlK
6.68221E+17,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10,10,None,None,2015,11,22,10,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,chow,0.395101,525,209,6831422,103,Twitter for iPhone,Original tweet,https://t.co/4pw1QQ6udh
6.68238E+17,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10,10,Torque,None,2015,11,22,10,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,0.80932,6439,3001,6831422,103,Twitter for iPhone,Original tweet,https://t.co/TnSRDqYO5i
6.68248E+17,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8,10,Bisquick,None,2015,11,22,8,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.734547,1026,511,6831422,103,Twitter for iPhone,Original tweet,https://t.co/1XYRh8N00K
6.68256E+17,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13,10,Jareld,None,2015,11,22,13,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,1351,650,6831422,103,Twitter for iPhone,Original tweet,https://t.co/L6qAEV5PAd
6.68269E+17,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10,10,None,None,2015,11,22,10,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,574,251,6831422,103,Twitter for iPhone,Original tweet,https://t.co/aeZykWwiJN
6.68274E+17,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10,10,Sophie,None,2015,11,22,10,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,0.406374,856,241,6831422,103,Twitter for iPhone,Original tweet,https://t.co/3j9kZRcpVB
6.68286E+17,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11,10,Rusty,None,2015,11,22,11,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,0.215944,524,144,6831422,103,Twitter for iPhone,Original tweet,https://t.co/C8U6cxI1Jc
6.66777E+17,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5,10,Josep,None,2015,11,18,5,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher,0.167175,360,178,6831424,103,Twitter for iPhone,Original tweet,https://t.co/XNGeDwrtYH
6.66739E+17,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10,10,Lugan,None,2015,11,17,10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,0.546933,240,67,6831424,103,Twitter for iPhone,Original tweet,https://t.co/tI3uFLDHBI
6.66701E+17,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8,10,a,None,2015,11,17,8,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,0.887707,440,223,6831424,103,Twitter for iPhone,Original tweet,https://t.co/uQbZJM2DQB
6.68297E+17,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9,10,None,None,2015,11,22,9,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,Eskimo_dog,0.0327838,643,313,6831422,103,Twitter for iPhone,Original tweet,https://t.co/P8bivfp5sU
6.66071E+17,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,9,10,None,None,2015,11,16,9,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon_setter,0.503672,148,62,6831424,103,Twitter for iPhone,Original tweet,https://t.co/ZoL8kq2XFx
6.66073E+17,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10,10,None,None,2015,11,16,10,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker_hound,0.260857,323,166,6831424,103,Twitter for iPhone,Original tweet,https://t.co/Yk6GHE9tOY
6.66083E+17,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6,10,None,None,2015,11,16,6,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,pug,0.489814,119,45,6831424,103,Twitter for iPhone,Original tweet,https://t.co/3RU6x0vHB7
6.66094E+17,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9,10,None,None,2015,11,16,9,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,bloodhound,0.195217,166,76,6831424,103,Twitter for iPhone,Original tweet,https://t.co/mnioXo3IfP
6.661E+17,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,8,10,None,None,2015,11,16,8,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa,0.58233,158,69,6831424,103,Twitter for iPhone,Original tweet,https://t.co/Ri4nMTLq5C
6.66102E+17,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,11,10,None,None,2015,11,16,11,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English_setter,0.298617,79,13,6831424,103,Twitter for iPhone,Original tweet,https://t.co/11LvqN4WLq
6.66273E+17,Can take selfies 11/10 https://t.co/ws2AMaNwPW,11,10,None,None,2015,11,16,11,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian_greyhound,0.176053,177,76,6831424,103,Twitter for iPhone,Original tweet,https://t.co/ws2AMaNwPW
6.66287E+17,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,9,10,an,None,2015,11,16,9,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese_dog,0.857531,149,68,6831424,103,Twitter for iPhone,Original tweet,https://t.co/d9NcXFKwLv
6.66338E+17,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,9,10,an,None,2015,11,16,9,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,Newfoundland,0.278407,199,92,6831424,103,Twitter for iPhone,Original tweet,https://t.co/QpRjllzWAL
6.66345E+17,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,10,10,None,None,2015,11,16,10,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,golden_retriever,0.858744,300,140,6831424,103,Twitter for iPhone,Original tweet,https://t.co/VFKG1vxGjB
6.66353E+17,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,8,10,None,None,2015,11,16,8,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,malamute,0.336874,222,73,6831424,103,Twitter for iPhone,Original tweet,https://t.co/tltQ5w9aUO
